Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780463711,100,,Aggregated,45.800000,0.000000,270,280,290,290,470,3000,6100,15000,18000,18000,18000,3288,0,270.0,606.8294988747041,36.8730999998661,18182.77280000075,33630.141727493916
1780463712,100,,Aggregated,47.000000,0.000000,270,280,290,290,460,3000,6100,15000,18000,18000,18000,3334,0,270.0,600.5060350330025,36.8730999998661,18182.77280000075,33658.33023395321
1780463713,100,,Aggregated,46.700000,0.000000,270,280,290,290,460,3000,6100,15000,18000,18000,18000,3374,0,270.0,595.4388798162512,36.8730999998661,18182.77280000075,33679.895376407825
1780463714,100,,Aggregated,46.600000,0.000000,270,280,290,290,460,3000,6100,15000,18000,18000,18000,3418,0,270.0,589.6823143943924,36.8730999998661,18182.77280000075,33713.11322410766
1780463715,100,,Aggregated,47.100000,0.000000,270,280,290,290,450,3000,6100,15000,18000,18000,18000,3466,0,270.0,584.1589642238971,36.8730999998661,18182.77280000075,33729.40103866128
1780463716,100,,Aggregated,46.300000,0.000000,270,280,290,290,450,3000,6100,15000,18000,18000,18000,3509,0,270.0,579.4224361356594,36.8730999998661,18182.77280000075,33712.00541464805
1780463717,100,,Aggregated,46.700000,0.000000,270,280,290,290,440,3000,6100,15000,18000,18000,18000,3559,0,270.0,573.5792628547422,36.8730999998661,18182.77280000075,33763.43017701602
1780463718,100,,Aggregated,46.500000,0.000000,270,280,290,290,430,3000,6100,15000,18000,18000,18000,3604,0,270.0,568.3535474472885,36.8730999998661,18182.77280000075,33804.83990011099
1780463719,100,,Aggregated,46.100000,0.000000,270,280,290,290,430,3000,6100,15000,18000,18000,18000,3649,0,270.0,563.76963644835,36.8730999998661,18182.77280000075,33802.687037544536
1780463720,100,,Aggregated,46.700000,0.000000,270,280,290,290,430,3000,6100,15000,18000,18000,18000,3704,0,270.0,557.6509394438532,36.8730999998661,18182.77280000075,33862.92332613391
1780463722,100,,Aggregated,44.700000,0.000000,270,280,290,290,420,3000,6100,15000,18000,18000,18000,3747,0,270.0,553.3143146784173,36.8730999998661,18182.77280000075,33852.36802775554
1780463723,100,,Aggregated,44.700000,0.000000,270,280,290,290,420,3000,6100,15000,18000,18000,18000,3788,0,270.0,548.8385175818454,36.8730999998661,18182.77280000075,33868.15522703274
1780463724,100,,Aggregated,45.700000,0.000000,270,280,290,290,420,3000,6100,15000,18000,18000,18000,3840,0,270.0,543.347517239589,36.8730999998661,18182.77280000075,33902.20390625
1780463725,100,,Aggregated,45.400000,0.000000,270,280,290,290,410,3000,6100,15000,18000,18000,18000,3883,0,270.0,539.6170512747934,36.8730999998661,18182.77280000075,33921.50965748133
1780463726,100,,Aggregated,46.200000,0.000000,270,280,290,290,410,3000,6100,15000,18000,18000,18000,3934,0,270.0,534.7927342399654,36.8730999998661,18182.77280000075,33937.147941026946
1780463727,100,,Aggregated,46.000000,0.000000,270,280,290,290,400,3000,6100,15000,18000,18000,18000,3973,0,270.0,531.19721115027,36.8730999998661,18182.77280000075,33921.30858293481
1780463728,100,,Aggregated,46.300000,0.000000,270,280,290,290,390,3000,6100,15000,18000,18000,18000,3994,0,270.0,528.6252461942988,36.8730999998661,18182.77280000075,33974.77441161743
1780463729,100,,Aggregated,46.100000,0.000000,270,280,290,290,390,3000,6100,6200,18000,18000,18000,4008,0,270.0,526.9257204341388,36.8730999998661,18182.77280000075,34010.107035928144
1780463730,100,,Aggregated,43.400000,0.000000,270,280,290,290,460,3000,6100,6200,18000,18000,18000,4090,0,270.0,544.3201612469497,36.8730999998661,18182.77280000075,33862.28655256724
1780463731,100,,Aggregated,40.100000,0.000000,270,280,290,290,460,3000,6100,6200,18000,18000,18000,4113,0,270.0,542.0493653780753,36.8730999998661,18182.77280000075,33878.42766836859
